timestamp,open,high,low,close,volume
2021-06-09,13.8400,13.8600,13.5700,13.6300,1540377
2021-06-08,13.9100,14.3000,13.7200,13.8900,3952935
2021-06-07,13.6800,13.8701,13.5500,13.8700,3409991
2021-06-04,13.8600,13.8750,13.5534,13.6800,1572962
2021-06-03,13.7600,13.9800,13.4500,13.5500,1553092
2021-06-02,13.7700,14.2000,13.6500,13.9700,3274875
2021-06-01,14.1550,14.2900,13.8400,13.8500,3449555
2021-05-28,13.2750,13.5100,13.0300,13.3900,2865845
2021-05-27,13.1700,13.6700,13.0700,13.4700,4924533
2021-05-26,12.9800,13.1500,12.6000,12.6400,3180697
2021-05-25,13.1700,13.3500,12.8410,12.9500,2501581
2021-05-24,12.4600,12.8200,12.3800,12.7900,1241045
2021-05-21,12.1600,12.6400,12.1400,12.4300,3278252
2021-05-20,12.0900,12.2600,11.8000,12.2500,3208046
2021-05-19,11.9900,12.1450,11.7650,11.9800,4238482
2021-05-18,12.2100,12.6300,12.0600,12.3600,3374014
2021-05-17,11.8400,12.2150,11.7600,12.1700,1442431
2021-05-14,11.9900,12.3200,11.9000,12.0700,1262050
2021-05-13,11.8100,12.1600,11.4100,11.7100,2573077
2021-05-12,12.3100,12.4400,11.6200,11.6700,3610424
2021-05-11,12.3300,12.7500,12.0850,12.5500,2429408
2021-05-10,12.9800,13.1000,12.5500,12.5700,2252903
2021-05-07,12.1400,12.8400,12.0350,12.8200,2750204
2021-05-06,11.9000,12.1450,11.6400,11.9900,2746027
2021-05-05,11.7100,11.7500,11.6100,11.6300,746673
2021-05-04,11.5300,11.8400,11.4500,11.5800,4154606
2021-05-03,11.1500,11.7300,11.0800,11.6900,3112051
2021-04-30,11.2500,11.4400,10.9900,11.0500,2396244
2021-04-29,11.6200,11.8100,11.1600,11.3100,2399898
2021-04-28,11.6300,11.8399,11.5750,11.7300,1851524
2021-04-27,11.9000,11.9000,11.4750,11.5900,2783080
2021-04-26,11.5100,11.7900,11.4100,11.7000,1980240
2021-04-23,11.1100,11.3700,11.0500,11.2600,2220261
2021-04-22,11.1100,11.2100,10.8900,11.0500,1921011
2021-04-21,10.6400,11.0750,10.4900,11.0200,1397184
2021-04-20,11.1900,11.1900,10.5700,10.8000,6555253
2021-04-19,11.1800,11.3300,11.0900,11.1500,1966734
2021-04-16,11.2600,11.4100,11.1800,11.2500,1442958
2021-04-15,11.5200,11.5500,11.2340,11.4200,2913288
2021-04-14,11.1500,11.6700,11.1500,11.4200,2727468
2021-04-13,11.1900,11.1900,10.8550,11.1100,2726470
2021-04-12,11.2800,11.4050,11.0801,11.1800,2698314
