timestamp,open,high,low,close,volume
2021-08-31,18.0800,18.3900,17.7200,17.9400,2479809
2021-08-30,18.0000,18.0400,17.5606,17.7500,1727695
2021-08-27,17.8200,18.2300,17.8000,18.1000,2049056
2021-08-26,17.9500,18.1700,17.5300,17.6100,3525608
2021-08-25,17.0700,17.9700,16.9000,17.8900,4225451
2021-08-24,16.6200,17.2700,16.5400,17.2400,5312500
2021-08-23,14.8400,15.7100,14.8100,15.6700,2465229
2021-08-20,14.2100,14.8100,14.0050,14.7000,1953780
2021-08-19,13.8700,14.5350,13.8200,14.4500,2339464
2021-08-18,13.8300,14.5200,13.6300,14.0600,4572643
2021-08-17,13.9000,14.3400,13.4600,13.7800,2944927
2021-08-16,15.2500,15.3600,14.6510,14.7200,2375429
2021-08-13,15.4900,15.9200,15.3150,15.7500,4006125
2021-08-12,15.2500,15.3100,14.6800,14.6800,1542347
2021-08-11,14.9400,15.3000,14.7200,15.2900,1217936
2021-08-10,14.8500,15.2300,14.5000,15.0000,1589015
2021-08-09,14.4700,14.6200,14.1250,14.4200,1256333
2021-08-06,14.6300,14.7700,14.4200,14.6300,947508
2021-08-05,14.3400,14.6950,14.1600,14.3100,1633809
2021-08-04,14.3400,14.4700,13.9200,14.1600,1780663
2021-08-03,14.2600,14.6400,13.5800,14.6100,2702313
2021-08-02,14.4500,15.2700,14.4300,14.6000,1914326
2021-07-30,15.0600,15.0800,14.1400,14.3000,1671867
2021-07-29,15.2500,15.4700,15.0000,15.2100,1410273
2021-07-28,14.6000,15.0900,14.6000,15.0000,1987123
2021-07-27,14.7400,14.7700,14.3350,14.5100,1723867
2021-07-26,14.1300,14.9900,14.1300,14.8300,2012106
2021-07-23,14.6400,14.6700,14.1500,14.1700,1498062
2021-07-22,14.5200,14.5400,14.1700,14.3200,820969
2021-07-21,14.1100,14.6000,14.0800,14.5000,1573920
2021-07-20,13.1600,14.1000,13.0800,13.9300,1953838
2021-07-19,13.2600,13.3700,12.8000,13.0800,2827496
2021-07-16,14.2200,14.3200,13.6000,13.6600,1958514
2021-07-15,14.5100,14.6050,14.0250,14.2000,1679740
2021-07-14,15.0400,15.1200,14.4900,14.6200,1437146
2021-07-13,15.1600,15.1600,14.7050,14.7500,2035130
2021-07-12,14.3100,15.2100,13.9900,15.1600,3683342
2021-07-09,14.2100,14.3400,14.0200,14.0600,845253
2021-07-08,13.9400,14.1700,13.6950,13.8700,1964586
2021-07-07,14.5800,14.5900,13.9650,14.2100,2204643
2021-07-06,14.5700,14.6700,14.3100,14.3100,2153054
2021-07-02,15.1800,15.2200,14.6750,14.9500,1652708
2021-07-01,15.1500,15.2400,14.7400,14.8100,1309288
2021-06-30,14.7200,15.2200,14.6700,15.1400,1600927
2021-06-29,15.1800,15.3500,14.8700,15.0200,1490899
2021-06-28,15.5200,15.5264,15.1050,15.3000,1577949
2021-06-25,15.9300,15.9800,15.2100,15.4300,2702991
2021-06-24,16.1200,16.1700,15.7900,15.9800,1620214
2021-06-23,16.2300,16.5000,15.7200,15.8200,1730986
2021-06-22,15.9200,16.1400,15.5500,16.1100,1890529
2021-06-21,15.7800,16.1700,15.6900,16.1500,1646688
2021-06-18,15.8300,16.1200,15.6400,15.6800,3684883
2021-06-17,16.0600,16.3900,15.8400,15.9500,4127249
2021-06-16,16.6000,16.6600,15.8750,16.1600,3221070
2021-06-15,16.7500,16.9700,16.5150,16.8100,2837201
2021-06-14,16.5700,16.9100,16.5000,16.5900,4649459
2021-06-11,16.5000,16.6999,15.8000,16.3400,10326897
2021-06-10,14.8500,15.7600,14.8100,15.7200,8116400
